region_bld,region_nuts,urt,mat,arch,year,value
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2025,40.248889413988714
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2030,42.901991926550245
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2035,45.462128627699194
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2040,47.902009008949236
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2045,50.20014516173632
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2050,52.34124558186807
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2055,54.31611164979949
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2060,56.12113420540284
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2065,57.757516555346996
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2070,59.2303525748878
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2075,60.54767216790726
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2080,61.719538640993036
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2085,62.75725296714002
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2090,63.67269293344998
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2095,64.47779385756091
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2100,65.18416314186466
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2015,34.28290342215057
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2020,36.98163954012951
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2025,39.65553867747302
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2030,42.26952904117828
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2035,44.79192409917027
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2040,47.19583568416067
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2045,49.46009261898869
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2050,51.56962884206568
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2055,53.51538134977528
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2060,55.29379420295409
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2065,56.90605293448025
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2070,58.35717635070461
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2075,59.65507596533013
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2080,60.809666729444295
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2085,61.83208302738916
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2090,62.73402754713481
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2095,63.52725963769046
C-EEU-BGR,C-EEU-BGR-BG315,rur,perm,mfh,2100,64.22321559637153
C-EEU-BGR,C-EEU-BGR-BG315,urb,perm,mfh,2015,32.23741026798079
C-EEU-BGR,C-EEU-BGR-BG315,urb,perm,mfh,2020,34.77512601467854
