region_bld,arch,eneff,value
C-WEU-DNK,sfh,s3,1.0
C-WEU-DNK,sfh,s51_std,1.0
C-WEU-DNK,sfh,s52_low,1.0
C-WEU-DNK,sfh,sr11_std,1.0
C-WEU-DNK,sfh,sr12_low,1.0
C-WEU-DNK,sfh,sr21_std,1.0
C-WEU-DNK,sfh,sr22_low,1.0
C-WEU-DNK,sfh,sr31_std,1.0
C-WEU-DNK,sfh,sr32_low,1.0
C-WEU-ESP,inf,ns,1.0
C-WEU-ESP,mfh,s1,1.0
C-WEU-ESP,mfh,s2,1.0
C-WEU-ESP,mfh,s3,1.0
C-WEU-ESP,mfh,s51_std,0.9999989847
C-WEU-ESP,mfh,s52_low,0.9899682227
C-WEU-ESP,mfh,sr11_std,1.0
C-WEU-ESP,mfh,sr12_low,1.0
C-WEU-ESP,mfh,sr21_std,1.0
C-WEU-ESP,mfh,sr22_low,1.0
C-WEU-ESP,mfh,sr31_std,1.0
C-WEU-ESP,mfh,sr32_low,1.0
C-WEU-ESP,sfh,s1,1.0
C-WEU-ESP,sfh,s2,1.0
C-WEU-ESP,sfh,s3,1.0
C-WEU-ESP,sfh,s51_std,1.0
C-WEU-ESP,sfh,s52_low,1.0
C-WEU-ESP,sfh,sr11_std,1.0
C-WEU-ESP,sfh,sr12_low,1.0
C-WEU-ESP,sfh,sr21_std,1.0
C-WEU-ESP,sfh,sr22_low,1.0
C-WEU-ESP,sfh,sr31_std,1.0
C-WEU-ESP,sfh,sr32_low,1.0
C-WEU-FIN,inf,ns,0.99998700525
C-WEU-FIN,mfh,s1,0.99998700525
C-WEU-FIN,mfh,s2,0.99998700525
C-WEU-FIN,mfh,s3,0.99998700525
C-WEU-FIN,mfh,s51_std,0.99998700525
C-WEU-FIN,mfh,s52_low,0.99998700525
C-WEU-FIN,mfh,sr11_std,0.99998700525
C-WEU-FIN,mfh,sr12_low,0.99998700525
C-WEU-FIN,mfh,sr21_std,0.99998700525
C-WEU-FIN,mfh,sr22_low,0.99998700525
C-WEU-FIN,mfh,sr31_std,0.99998700525
C-WEU-FIN,mfh,sr32_low,0.99998700525
C-WEU-FIN,sfh,s1,0.99998700525
C-WEU-FIN,sfh,s2,0.99998700525
C-WEU-FIN,sfh,s3,0.99998700525
C-WEU-FIN,sfh,s51_std,0.99998700525
C-WEU-FIN,sfh,s52_low,0.99998700525
C-WEU-FIN,sfh,sr11_std,0.99998700525
C-WEU-FIN,sfh,sr12_low,0.99998700525
C-WEU-FIN,sfh,sr21_std,0.99998700525
C-WEU-FIN,sfh,sr22_low,0.99998700525
C-WEU-FIN,sfh,sr31_std,0.99998700525
C-WEU-FIN,sfh,sr32_low,0.99998700525
C-WEU-FRA,inf,ns,0.9973696850000001
C-WEU-FRA,mfh,s1,0.9973696850000001
C-WEU-FRA,mfh,s2,0.9973696850000001
C-WEU-FRA,mfh,s3,0.9973696850000001
C-WEU-FRA,mfh,s51_std,0.9973696850000001
C-WEU-FRA,mfh,s52_low,0.9973696850000001
C-WEU-FRA,mfh,sr11_std,0.9973696850000001
C-WEU-FRA,mfh,sr12_low,0.9973696850000001
C-WEU-FRA,mfh,sr21_std,0.9973696850000001
C-WEU-FRA,mfh,sr22_low,0.9973696850000001
C-WEU-FRA,mfh,sr31_std,0.9973696850000001
C-WEU-FRA,mfh,sr32_low,0.9973696850000001
