region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,1945,p1,0.0015543723642775578
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,1960,p2,0.002311531304815088
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,1980,p2,0.00740620315215209
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,2000,p3,0.005864751588907594
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,2010,p3,0.002984705038637704
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,2015,p3,0.0009018719121078436
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,mfh,2020,p3,0.0007261490180581759
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,1945,p1,0.0015543723642775578
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,1960,p2,0.002311531304815088
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,1980,p2,0.00740620315215209
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,2000,p3,0.005864751588907594
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,2010,p3,0.002984705038637704
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,2015,p3,0.0009018719121078436
C-EEU-HRV,EEU,urb,Zone_5A Cool Humid,perm,sfh,2020,p3,0.0007261490180581759
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1945,p1,0.13754419130634035
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1960,p2,0.08513162769625342
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,1980,p2,0.2790112517847468
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2000,p3,0.18045371121786336
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2010,p3,0.07573658315217652
C-EEU-HUN,EEU,rur,Zone_4A Mixed Humid,perm,mfh,2015,p3,0.01298947987512535
